# PS3 Classic child content index v1
# I\tTITLE_ID\tFLAGS(D/A/T)
# L\tTITLE_ID\tDLC_NAME\tCONTENT_ID
I	NPEB02211	D
I	NPEB02221	D
I	NPEB02228	A
I	NPEB02242	D
I	NPEB02261	D
I	NPEB02284	D
I	NPEB02287	D
I	NPEB02291	D
I	NPEB02294	D
I	NPEB02319	D
I	NPEB02325	A
I	NPEB02353	D
I	NPEB02365	D
I	NPEB02382	D
I	NPEB02389	D
I	NPEB02402	D
I	NPEB02426	D
I	NPEB02429	D
I	NPEB02436	D
I	NPEB02454	D
I	NPEO00038	T
I	NPEO00051	T
I	NPEO00055	T
I	NPEO00060	T
I	NPEO00062	T
I	NPEO00064	T
I	NPEO00078	T
I	NPEO00087	T
I	NPEO00089	T
I	NPEO00097	T
I	NPEO00099	T
I	NPEO00100	T
I	NPEO00101	T
I	NPEO00104	T
I	NPEO00105	T
I	NPEO00113	T
I	NPEO00115	T
I	NPEO00120	T
I	NPEO00121	T
I	NPEO00122	T
I	NPEO00124	T
I	NPEO00130	T
I	NPEO00133	T
I	NPEO00136	T
I	NPEO00137	T
I	NPEO00138	T
I	NPEO00142	T
I	NPEO00144	T
I	NPEO00148	T
I	NPEO00149	T
I	NPEO00153	T
I	NPEO00154	T
I	NPEO00156	T
I	NPEO00160	T
I	NPEO00167	T
I	NPEO00168	T
I	NPEO00169	T
I	NPEO00171	T
I	NPEO00172	T
I	NPEO00176	T
I	NPEO50025	T
I	NPEP00011	T
I	NPEP00012	T
I	NPEP00026	T
I	NPEP00038	T
I	NPEP00046	T
I	NPEP00048	T
I	NPEP00056	T
I	NPEP00061	T
I	NPEP00062	T
I	NPEP00071	T
I	NPEP00073	T
I	NPEP00074	T
I	NPEP00077	T
I	NPEP00085	T
I	NPEP00091	T
I	NPEP00101	T
I	NPEP00111	T
I	NPEP00113	T
I	NPEP00128	T
I	NPEP00141	T
I	NPEP00157	T
I	NPEP00159	T
I	NPEP00170	T
I	NPEP00178	T
I	NPEP00180	T
I	NPEP00183	T
I	NPEP00205	T
I	NPEP00206	T
I	NPEP00208	T
I	NPEP00211	T
I	NPEP00217	T
I	NPEP00220	T
I	NPEP00221	T
I	NPEP00223	T
I	NPEP00230	T
I	NPEP00233	T
I	NPEP00234	T
I	NPEP00242	T
I	NPEP00245	T
I	NPEP00246	T
I	NPEP00247	T
I	NPEP00260	T
I	NPEP00266	T
I	NPEP00268	T
I	NPEP00269	T
I	NPEP00275	T
I	NPEP00280	T
I	NPEP00281	T
I	NPEP00282	T
I	NPEP00283	T
I	NPEP00290	T
I	NPEP00295	T
I	NPEP00304	T
I	NPHA80029	D
I	NPHA80030	D
I	NPHA80075	D
I	NPHA80188	D
I	NPHA80190	D
I	NPHA80203	D
I	NPHA80210	D
I	NPHB00038	D
I	NPHB00048	D
I	NPHB00134	D
I	NPHB00140	D
I	NPHB00172	D
I	NPHB00550	D
I	NPHB00605	D
I	NPHB00607	D
I	NPHB00617	D
I	NPHB00619	D
I	NPHB00633	D
I	NPHB00645	D
I	NPHB00651	D
I	NPHB00661	D
I	NPHB00668	D
I	NPHB00681	D
I	NPHB00708	D
I	NPHB00709	D
I	NPHB00712	D
I	NPHB00716	D
I	NPHB00717	D
I	NPHB00733	T
I	NPHO00016	T
I	NPHO00024	T
I	NPHO00040	T
I	NPHO00041	T
I	NPHO00042	T
I	NPHO00050	A
I	NPHO00061	A
I	NPHO00085	A
I	NPHO00086	T
I	NPHO00088	T
I	NPHO00170	A
I	NPHO00187	A
I	NPHO00188	T
I	NPHO00190	T
I	NPHP00001	T
I	NPHP00019	T
I	NPHP00044	A
I	NPHP00053	T
I	NPHP00065	T
I	NPHP00067	A
I	NPHP00112	T
I	NPHP00114	A
I	NPHP00115	A
I	NPHP00116	A
I	NPHP00117	A
I	NPHP00119	A
I	NPHW00013	T
I	NPIA09008	T
I	NPJA00070	D
I	NPJA00075	T
I	NPJA00077	D
I	NPJA00109	D
I	NPJA90185	D
I	NPJB00007	D
I	NPJB00035	D
I	NPJB00039	D
I	NPJB00064	D
I	NPJB00099	D
I	NPJB00100	D
I	NPJB00155	D
I	NPJB00164	D
I	NPJB00168	D
I	NPJB00188	D
I	NPJB00195	T
I	NPJB00235	T
I	NPJB00242	D
I	NPJB00281	DT
I	NPJB00328	A
I	NPJB00348	D
I	NPJB00350	A
I	NPJB00380	D
I	NPJB00394	D
I	NPJB00403	D
I	NPJB00409	D
I	NPJB00411	D
I	NPJB00412	D
I	NPJB00435	T
I	NPJB00443	D
I	NPJB00453	T
I	NPJB00465	D
I	NPJB00486	DT
I	NPJB00534	D
I	NPJB00549	D
I	NPJB00550	D
I	NPJB00554	A
I	NPJB00568	D
I	NPJB00573	D
I	NPJB00599	DA
I	NPJB00605	T
I	NPJB00609	T
I	NPJB00614	D
I	NPJB00621	D
I	NPJB00652	D
I	NPJB00662	D
I	NPJB00671	D
I	NPJB00709	DT
I	NPJB00710	D
I	NPJB00712	D
I	NPJB00716	T
I	NPJB00743	D
I	NPJB00764	T
